employee_id,designation,no_of_trainings,length_of_service,avg_training_score,is_promoted
9589,Sales & Marketing,1,1,51.0,0
62658,Sales & Marketing,1,1,55.0,0
21628,Analytics,1,8,85.0,0
68484,Procurement,2,3,74.0,0
44523,HR,1,7,44.0,0
35420,Operations,1,13,53.0,0
43923,Analytics,1,4,86.0,0
64109,Technology,1,1,77.0,0
41983,Operations,1,5,57.0,0
21440,Sales & Marketing,1,12,52.0,0
51256,Finance,1,17,59.0,0
66635,Operations,1,4,63.0,1
16027,Operations,1,11,57.0,0
46020,Analytics,2,4,83.0,0
28509,Sales & Marketing,1,8,54.0,0
33587,Sales & Marketing,1,4,50.0,0
21387,Operations,1,6,57.0,1
55927,Operations,1,6,62.0,0
60763,Procurement,1,2,73.0,0
53167,Sales & Marketing,2,4,50.0,0
32672,Analytics,1,19,79.0,0
48785,Sales & Marketing,3,2,49.0,0
51444,HR,1,1,54.0,0
75778,Operations,1,6,63.0,0
14141,Sales & Marketing,1,2,90.0,1
17894,Sales & Marketing,1,5,49.0,0
54380,Sales & Marketing,1,2,46.0,0
51892,Technology,1,2,86.0,1
3625,Procurement,4,2,72.0,0
38771,Procurement,1,4,72.0,1
18959,Technology,4,7,82.0,0
21137,Technology,1,6,77.0,0
26097,Sales & Marketing,1,7,51.0,1
38052,Procurement,1,3,92.0,1
41746,Operations,1,1,58.0,0
72744,Procurement,2,5,71.0,0
5461,Analytics,1,1,83.0,0
15227,Procurement,1,5,68.0,0
66874,Sales & Marketing,1,1,50.0,0
42068,Operations,1,9,,0
54825,Sales & Marketing,1,2,47.0,0
77709,Sales & Marketing,1,3,46.0,0
43712,Procurement,2,4,67.0,0
74783,Operations,1,7,58.0,0
19318,Analytics,1,8,89.0,1
12096,Sales & Marketing,1,8,50.0,0
5102,Operations,1,1,56.0,0
29521,Technology,1,4,78.0,0
36371,Finance,2,7,56.0,0
51164,Technology,1,4,78.0,0
17812,Technology,1,2,77.0,0
7606,Technology,2,7,76.0,0
50593,Finance,1,1,56.0,0
73735,Analytics,1,3,84.0,0
29313,Finance,1,2,57.0,0
40262,Technology,2,5,81.0,0
36904,Sales & Marketing,1,2,51.0,0
62552,Sales & Marketing,1,11,51.0,0
63285,Technology,1,4,80.0,0
74203,Procurement,1,4,72.0,0
75344,Sales & Marketing,1,6,50.0,0
74018,HR,1,9,48.0,0
34985,Technology,2,8,88.0,1
35930,Procurement,1,3,70.0,1
6708,Operations,1,4,57.0,0
5515,Operations,1,7,56.0,1
53373,Operations,1,5,56.0,0
69316,Legal,1,3,63.0,0
41009,Finance,2,2,56.0,0
50622,Analytics,1,2,84.0,0
30106,Sales & Marketing,1,4,,0
45157,HR,1,1,50.0,0
23523,Technology,1,5,75.0,0
74349,Sales & Marketing,1,4,48.0,0
70543,Procurement,1,7,70.0,0
42245,Procurement,1,3,73.0,0
34405,Procurement,1,4,67.0,0
4134,Sales & Marketing,1,8,,0
23599,Technology,1,7,82.0,0
942,Technology,2,6,84.0,0
5281,Sales & Marketing,1,6,53.0,0
197,Finance,1,6,,0
37574,Sales & Marketing,2,2,50.0,0
26773,Technology,1,5,75.0,0
70034,Procurement,2,9,70.0,0
40565,Technology,2,3,86.0,0
17193,Sales & Marketing,2,4,54.0,0
76550,Procurement,3,3,70.0,0
53841,Operations,1,12,57.0,0
28314,Finance,1,1,,0
30196,Analytics,1,6,84.0,0
29757,Sales & Marketing,1,15,51.0,0
6073,Sales & Marketing,3,4,49.0,0
9863,Procurement,1,4,70.0,0
34306,Procurement,1,5,72.0,0
34041,Operations,1,11,58.0,0
21356,Operations,2,12,55.0,0
29540,Operations,2,6,57.0,0
51669,Technology,1,4,77.0,0
33825,Sales & Marketing,1,7,48.0,1
6254,Operations,1,9,64.0,0
11645,Sales & Marketing,1,7,51.0,0
3231,Technology,1,4,80.0,0
7030,Analytics,1,4,86.0,0
54198,Procurement,1,9,68.0,0
62293,Operations,1,3,65.0,0
25312,Technology,1,2,75.0,0
75610,Analytics,1,3,81.0,0
16518,Sales & Marketing,2,9,49.0,0
42747,Sales & Marketing,2,8,39.0,0
67980,Procurement,2,2,70.0,0
53630,Sales & Marketing,1,5,94.0,1
72423,Operations,1,2,60.0,0
73022,Sales & Marketing,1,2,51.0,0
63976,Operations,1,4,56.0,0
60761,Operations,1,2,62.0,0
57228,HR,1,6,48.0,0
14912,Sales & Marketing,1,4,49.0,0
22725,Technology,1,3,78.0,0
18981,Legal,1,6,58.0,0
50845,Procurement,1,12,70.0,0
11800,Procurement,1,2,69.0,0
16351,Sales & Marketing,1,2,53.0,0
75881,Analytics,1,4,80.0,0
73200,Operations,1,4,58.0,0
17833,Analytics,1,1,85.0,0
58338,Analytics,2,6,81.0,0
40187,Procurement,1,8,67.0,0
70193,Analytics,1,8,86.0,0
27188,Analytics,1,4,80.0,0
24291,Analytics,2,3,85.0,0
43676,Procurement,4,1,68.0,0
52231,Operations,1,3,58.0,0
34241,Analytics,2,5,86.0,0
76661,Procurement,1,3,68.0,0
50595,Operations,1,12,58.0,0
67673,Operations,1,9,60.0,0
10547,Sales & Marketing,2,9,49.0,0
73405,Operations,1,8,59.0,0
73114,HR,1,3,50.0,0
22572,Sales & Marketing,1,5,52.0,0
62923,Operations,1,2,93.0,1
57235,Sales & Marketing,1,2,51.0,0
22300,HR,1,1,52.0,0
24090,Procurement,1,9,69.0,0
57298,Analytics,2,9,86.0,0
25629,Sales & Marketing,1,8,51.0,0
71339,Technology,1,8,78.0,0
54714,Analytics,1,4,85.0,0
7390,Operations,1,4,63.0,0
9563,Operations,2,7,60.0,0
39107,Sales & Marketing,1,2,48.0,0
19445,Sales & Marketing,3,3,52.0,0
42636,Sales & Marketing,1,1,54.0,0
32557,Analytics,1,4,84.0,0
43396,Operations,2,4,57.0,1
24414,R&D,1,1,76.0,0
63237,Technology,1,2,82.0,0
32838,Technology,1,4,78.0,0
23003,Technology,1,7,82.0,0
45198,Sales & Marketing,1,9,49.0,0
40376,Sales & Marketing,1,4,50.0,0
60176,Procurement,1,8,67.0,0
67652,Procurement,1,5,72.0,0
15476,Technology,1,3,78.0,0
55811,Operations,1,2,,0
15737,Finance,1,1,56.0,0
10058,Analytics,2,2,87.0,0
73435,Legal,1,4,64.0,0
51255,Sales & Marketing,1,7,46.0,0
70060,Technology,1,14,79.0,0
51473,Sales & Marketing,1,8,39.0,0
71904,Technology,2,10,88.0,0
76080,Operations,1,5,54.0,0
33357,Operations,1,4,63.0,0
53502,Finance,2,4,,0
26409,Operations,1,3,,0
59608,Sales & Marketing,1,5,48.0,0
28687,Operations,3,11,57.0,0
34312,Procurement,2,23,66.0,0
11438,Sales & Marketing,2,8,49.0,0
11794,R&D,2,3,87.0,0
48756,Operations,1,3,59.0,0
35873,Legal,1,1,62.0,0
13970,Operations,1,4,60.0,0
49868,Technology,1,15,87.0,0
25261,Procurement,1,7,66.0,0
44536,Sales & Marketing,1,4,47.0,0
55550,Analytics,1,4,85.0,0
27989,Analytics,1,7,87.0,0
12598,Analytics,1,4,78.0,0
32877,Sales & Marketing,1,12,50.0,0
30682,Technology,2,6,75.0,0
1829,Analytics,2,7,87.0,0
2177,Finance,1,6,58.0,0
51771,Operations,1,11,67.0,0
26026,Procurement,1,3,65.0,0
64977,Procurement,1,2,70.0,0
44585,Sales & Marketing,1,7,56.0,0
43562,Technology,2,3,80.0,0
56287,HR,1,2,47.0,0
19100,Sales & Marketing,2,14,48.0,0
58203,Operations,2,9,58.0,0
12504,Technology,1,17,85.0,0
49126,Technology,1,5,77.0,0
66469,Finance,1,3,59.0,0
53350,Operations,1,5,,0
22031,Procurement,1,2,95.0,1
36185,Technology,1,9,79.0,0
58415,Sales & Marketing,1,5,50.0,0
71763,Sales & Marketing,1,6,47.0,0
62742,Finance,1,4,59.0,0
33619,Technology,1,10,76.0,0
41212,Procurement,1,2,69.0,0
40204,Sales & Marketing,1,5,47.0,0
59131,Analytics,2,3,86.0,0
12559,Operations,1,10,63.0,0
30433,Procurement,1,3,66.0,0
13150,Procurement,1,13,70.0,0
9616,Finance,1,4,57.0,0
26563,Procurement,1,3,67.0,0
38331,Operations,1,6,62.0,0
18651,Legal,1,2,59.0,0
45004,Procurement,4,9,68.0,0
11892,Procurement,1,1,69.0,0
16859,Analytics,1,7,79.0,0
26107,Sales & Marketing,1,7,53.0,0
22511,Technology,1,1,81.0,0
22865,Analytics,1,5,83.0,1
67467,Finance,1,2,,0
2268,Technology,1,8,81.0,0
33517,Sales & Marketing,1,7,52.0,0
27605,Operations,1,3,75.0,1
69349,Operations,1,2,57.0,0
45496,Sales & Marketing,1,2,62.0,1
66262,Procurement,2,2,68.0,1
55425,Technology,1,7,80.0,0
29543,Finance,4,3,60.0,0
36547,Analytics,1,6,86.0,0
11205,Sales & Marketing,1,8,48.0,0
469,Technology,1,19,81.0,0
44703,Sales & Marketing,1,9,51.0,0
14847,Sales & Marketing,1,3,48.0,0
43689,Analytics,2,3,86.0,0
72157,Analytics,1,3,86.0,0
74579,Operations,2,1,,0
51544,Procurement,1,5,84.0,1
5128,Operations,1,8,57.0,0
37952,Operations,1,7,58.0,0
39914,Technology,1,4,82.0,0
74332,Sales & Marketing,1,5,54.0,0
42886,Analytics,1,4,84.0,0
53988,Finance,1,2,60.0,0
49775,Sales & Marketing,1,11,42.0,0
66965,Operations,1,10,60.0,0
70197,R&D,1,2,96.0,1
66210,Operations,1,2,59.0,0
71008,Sales & Marketing,1,10,49.0,0
52132,Technology,1,5,80.0,0
72604,Sales & Marketing,1,7,53.0,0
66802,Technology,2,3,78.0,0
55730,Sales & Marketing,1,15,64.0,1
8284,Sales & Marketing,1,5,60.0,1
69715,Operations,1,18,60.0,0
36117,Technology,1,7,82.0,0
56139,Sales & Marketing,1,2,51.0,0
15924,Sales & Marketing,1,8,48.0,0
41776,Technology,1,2,81.0,0
25949,Operations,1,5,60.0,0
51509,HR,1,14,47.0,0
36936,Sales & Marketing,1,2,52.0,1
25572,Procurement,2,10,69.0,0
11337,Sales & Marketing,1,2,54.0,0
34965,Operations,2,4,63.0,0
38318,Procurement,1,8,69.0,0
60969,Operations,1,7,57.0,0
72765,Operations,1,11,57.0,0
16951,Operations,2,4,57.0,0
54416,Sales & Marketing,1,5,49.0,0
4585,Analytics,1,3,81.0,0
64140,Technology,1,4,80.0,0
35746,Operations,1,9,,0
6587,Procurement,1,1,69.0,0
1901,Sales & Marketing,2,4,53.0,0
56849,Technology,2,8,80.0,0
56233,Analytics,1,1,86.0,0
15844,Operations,1,7,59.0,0
1497,Sales & Marketing,1,6,47.0,0
11488,Sales & Marketing,1,12,48.0,0
59616,Procurement,1,6,72.0,0
9002,Operations,1,5,64.0,0
63753,Operations,1,8,57.0,0
9192,Operations,1,1,,0
30143,HR,1,13,53.0,0
23360,Sales & Marketing,2,10,46.0,0
53301,Operations,1,8,,0
29073,Operations,1,8,54.0,0
36460,Operations,1,1,62.0,0
3171,Operations,1,7,59.0,0
55062,Operations,1,2,,0
64798,Analytics,3,1,83.0,0
7908,Technology,1,17,83.0,0
70048,Sales & Marketing,1,10,49.0,1
63757,Sales & Marketing,1,13,52.0,0
19046,Technology,1,12,84.0,0
37427,Technology,1,6,73.0,0
58138,Sales & Marketing,1,7,48.0,0
68064,Procurement,1,6,66.0,0
6711,Sales & Marketing,1,2,51.0,0
51002,Analytics,1,4,86.0,0
5132,Operations,4,6,59.0,0
15801,Operations,1,13,60.0,0
47265,Procurement,1,7,70.0,0
26798,Operations,1,6,60.0,0
72203,Sales & Marketing,1,8,49.0,0
46862,Procurement,1,20,65.0,0
75629,Sales & Marketing,1,4,50.0,0
10452,Analytics,2,2,91.0,0
37017,Analytics,1,18,87.0,0
76427,HR,1,5,50.0,0
46925,Operations,1,6,59.0,0
43828,Sales & Marketing,1,4,,0
58383,Procurement,1,19,72.0,0
20660,R&D,2,4,84.0,0
46166,Sales & Marketing,1,19,40.0,0
11123,Sales & Marketing,1,7,54.0,0
67946,Analytics,1,2,88.0,0
41763,Sales & Marketing,1,4,49.0,0
40628,HR,1,7,51.0,0
61482,Operations,2,9,65.0,0
63083,Sales & Marketing,1,10,,0
33789,Technology,3,4,81.0,0
3540,Technology,1,2,79.0,0
51292,HR,1,22,50.0,0
137,Analytics,1,5,90.0,0
73204,Sales & Marketing,1,5,48.0,0
73753,Procurement,1,3,71.0,0
49737,Sales & Marketing,3,25,49.0,0
22462,Sales & Marketing,1,1,53.0,0
36905,Operations,1,11,56.0,0
16004,Finance,1,3,,0
10002,HR,1,1,52.0,0
43176,Technology,1,13,79.0,0
12538,Operations,1,10,59.0,1
56140,Technology,1,4,76.0,1
71196,Procurement,1,9,71.0,0
57893,Technology,1,28,78.0,0
5640,Analytics,1,1,88.0,0
41208,Operations,1,8,59.0,0
55857,Operations,1,13,57.0,0
27907,Legal,1,1,62.0,0
5933,Technology,1,5,77.0,0
44678,Procurement,3,2,63.0,0
48266,Technology,2,5,77.0,0
46639,Sales & Marketing,1,8,46.0,1
21523,Sales & Marketing,1,2,48.0,0
32437,Operations,2,5,,0
65689,Sales & Marketing,1,6,,0
73819,Operations,2,8,59.0,0
74019,Procurement,1,4,70.0,0
76698,Operations,1,4,65.0,1
70387,Operations,1,3,,0
56162,Technology,1,11,74.0,0
26260,Sales & Marketing,1,7,50.0,0
53188,Sales & Marketing,1,18,52.0,0
34074,Sales & Marketing,1,7,51.0,0
38934,Operations,1,15,69.0,1
39799,Operations,1,3,60.0,0
40775,Sales & Marketing,1,4,47.0,0
41928,Analytics,1,4,84.0,0
31364,Technology,2,2,79.0,0
25351,Sales & Marketing,1,17,49.0,0
72690,Sales & Marketing,1,1,54.0,0
11666,Sales & Marketing,1,7,49.0,0
10167,Sales & Marketing,1,5,50.0,0
43399,Operations,1,4,56.0,0
72916,Operations,1,11,55.0,0
19440,Technology,3,3,86.0,0
55444,Sales & Marketing,2,6,52.0,0
10360,Operations,1,8,55.0,0
66637,Technology,1,5,80.0,0
63026,Sales & Marketing,1,2,50.0,0
53981,Operations,1,1,65.0,0
66248,Sales & Marketing,1,3,50.0,0
73279,Sales & Marketing,1,7,50.0,0
57365,Operations,1,4,66.0,0
36691,Sales & Marketing,1,1,55.0,0
31987,Procurement,1,16,87.0,1
73265,Sales & Marketing,1,11,53.0,0
62530,Procurement,2,3,70.0,0
52716,Sales & Marketing,2,2,48.0,0
12930,Finance,1,11,59.0,0
70371,Analytics,1,7,80.0,0
32774,Operations,2,7,58.0,0
78119,Procurement,1,4,72.0,0
50338,Sales & Marketing,1,5,46.0,0
64630,HR,1,7,50.0,0
1830,Technology,1,4,81.0,0
60743,Finance,2,8,59.0,0
77734,Technology,1,6,77.0,0
51440,Sales & Marketing,1,7,52.0,0
58579,Procurement,1,3,68.0,0
38123,Sales & Marketing,1,4,50.0,0
57033,Operations,1,1,65.0,0
42513,Procurement,1,16,68.0,0
29146,Operations,3,4,64.0,1
72935,Finance,1,2,59.0,0
16889,Sales & Marketing,1,5,51.0,0
6181,Sales & Marketing,1,5,49.0,0
9025,Operations,1,4,55.0,0
65024,Operations,1,6,74.0,1
61874,Procurement,2,19,70.0,0
30900,Sales & Marketing,1,10,50.0,1
44381,Operations,1,8,59.0,1
805,Operations,1,4,59.0,0
10468,Procurement,2,4,71.0,0
54127,Sales & Marketing,1,5,52.0,0
63027,Technology,1,8,84.0,0
26944,Sales & Marketing,1,7,49.0,1
6788,Sales & Marketing,2,1,51.0,0
51318,Procurement,2,5,73.0,0
30551,Operations,1,7,60.0,0
74141,R&D,1,3,83.0,0
16399,Sales & Marketing,1,10,50.0,0
10389,Operations,3,11,60.0,0
15369,Analytics,1,5,86.0,0
41337,HR,1,25,47.0,0
633,Sales & Marketing,1,2,49.0,0
30155,Analytics,2,1,82.0,0
59337,Analytics,1,1,84.0,0
3968,Procurement,1,4,65.0,0
1709,HR,1,3,51.0,0
1588,Operations,1,4,56.0,0
573,R&D,1,1,86.0,0
24750,Technology,1,4,83.0,0
9098,Procurement,1,2,69.0,0
41768,Operations,1,10,62.0,0
43660,Operations,1,1,62.0,0
8027,Technology,1,3,78.0,0
15774,Operations,1,10,60.0,0
4857,Analytics,1,3,91.0,1
58988,Procurement,2,6,91.0,1
54550,Technology,1,1,81.0,0
31552,Sales & Marketing,1,1,50.0,0
76968,Procurement,1,9,75.0,0
73203,Technology,2,9,80.0,0
60095,Sales & Marketing,1,5,54.0,0
6731,R&D,1,1,96.0,1
39725,Technology,1,3,83.0,0
70021,Procurement,1,7,71.0,0
22958,Sales & Marketing,1,4,50.0,0
21955,Procurement,2,4,73.0,0
72984,Operations,1,6,59.0,0
63667,Procurement,1,1,82.0,1
4147,Procurement,1,12,70.0,0
28714,Sales & Marketing,1,3,52.0,0
51959,Operations,1,7,56.0,0
68716,Sales & Marketing,1,4,57.0,0
30802,Operations,1,4,57.0,0
34542,Technology,7,5,82.0,0
32970,Procurement,1,7,67.0,0
10936,Operations,1,4,57.0,0
20326,Analytics,2,6,86.0,0
38445,Sales & Marketing,1,2,50.0,0
18621,Sales & Marketing,1,1,,0
10345,Sales & Marketing,2,8,47.0,0
25834,Procurement,1,15,71.0,0
333,Finance,1,8,58.0,0
28850,Technology,1,5,83.0,0
61888,Operations,2,5,57.0,0
30928,Finance,1,5,56.0,0
21230,R&D,2,3,83.0,1
22445,Sales & Marketing,2,3,50.0,0
57206,Analytics,1,2,83.0,0
57587,Sales & Marketing,1,2,50.0,0
29950,Sales & Marketing,1,18,55.0,1
1825,Legal,1,6,66.0,0
5272,Operations,1,1,73.0,1
49389,Legal,1,1,59.0,0
66875,Operations,1,2,,0
51071,Sales & Marketing,1,9,44.0,0
62499,Operations,1,9,58.0,0
4566,Analytics,2,2,84.0,0
77674,Sales & Marketing,1,3,48.0,0
70679,Sales & Marketing,1,10,52.0,1
20516,Sales & Marketing,1,2,81.0,1
45145,Procurement,1,12,71.0,0
45721,R&D,1,4,85.0,0
52241,Sales & Marketing,1,1,49.0,0
23337,Sales & Marketing,3,7,53.0,0
8386,Sales & Marketing,1,3,47.0,0
70491,Sales & Marketing,1,8,50.0,0
23241,Procurement,1,2,68.0,0
54003,Sales & Marketing,1,2,50.0,0
24843,Operations,1,15,,0
35222,Technology,1,3,79.0,0
47183,Sales & Marketing,1,3,50.0,0
22660,Sales & Marketing,2,1,47.0,0
11943,Technology,1,1,76.0,0
57744,Operations,1,2,,0
29142,Sales & Marketing,1,3,49.0,0
15620,Technology,1,24,77.0,0
44301,Technology,1,1,80.0,0
24875,Operations,1,1,65.0,0
61614,Sales & Marketing,1,7,48.0,0
73393,Finance,2,3,59.0,0
27459,Procurement,1,6,69.0,0
27533,Finance,2,3,59.0,0
47584,Procurement,1,11,67.0,0
75636,Sales & Marketing,1,17,48.0,0
18390,Procurement,1,5,68.0,0
69146,R&D,1,4,83.0,0
10122,Sales & Marketing,7,5,46.0,0
20927,Sales & Marketing,2,1,47.0,0
60018,Operations,1,4,58.0,0
68791,Analytics,2,2,80.0,0
25354,Sales & Marketing,1,16,48.0,1
3491,Analytics,1,5,85.0,0
74687,Sales & Marketing,1,10,48.0,0
50049,Procurement,1,4,71.0,0
30088,Operations,1,3,59.0,0
45140,Legal,1,6,59.0,0
35436,Procurement,2,5,72.0,0
72109,Sales & Marketing,1,3,52.0,0
24397,Operations,1,4,57.0,1
44154,Sales & Marketing,5,2,52.0,0
60571,Sales & Marketing,1,4,51.0,0
59722,Sales & Marketing,1,8,48.0,0
27505,Operations,1,2,59.0,0
9072,Sales & Marketing,1,3,94.0,1
14939,Sales & Marketing,1,3,,0
13888,Sales & Marketing,1,2,48.0,0
44589,Sales & Marketing,1,8,54.0,0
15024,Technology,4,8,93.0,1
57609,Procurement,1,16,70.0,0
8470,Sales & Marketing,1,5,46.0,0
47152,Sales & Marketing,2,3,55.0,0
43153,Technology,2,14,85.0,0
4464,Procurement,2,4,71.0,0
17190,Procurement,1,4,84.0,1
109,Technology,2,2,79.0,0
48753,Analytics,1,7,84.0,0
17602,Operations,1,2,,0
71562,Analytics,2,6,83.0,0
70593,Operations,1,4,59.0,0
4445,Operations,1,5,59.0,0
47038,Sales & Marketing,1,4,52.0,0
31070,Procurement,1,2,66.0,0
33000,Procurement,2,4,62.0,0
20974,Finance,1,3,65.0,0
64764,Technology,1,1,81.0,1
38060,Sales & Marketing,1,2,51.0,0
40172,Technology,1,7,83.0,0
36808,Operations,1,7,57.0,0
9763,Operations,1,3,58.0,0
76038,Operations,1,6,58.0,0
71813,Procurement,1,6,70.0,0
42426,Technology,1,16,79.0,0
61602,Sales & Marketing,1,3,50.0,0
48737,Operations,2,5,63.0,1
65518,Sales & Marketing,1,3,50.0,0
70606,R&D,2,2,82.0,0
7717,Analytics,2,3,82.0,0
68386,Analytics,1,2,84.0,0
51891,Procurement,1,6,65.0,0
36931,Operations,1,3,60.0,0
60567,Analytics,1,6,84.0,1
22820,Procurement,1,1,72.0,0
11028,Operations,1,4,60.0,0
6425,Procurement,1,6,70.0,0
13047,Technology,1,3,77.0,0
63491,Procurement,1,3,73.0,0
44748,Sales & Marketing,1,7,47.0,0
32186,Technology,1,4,81.0,0
55275,Operations,1,3,60.0,0
48682,Sales & Marketing,1,19,48.0,0
74930,Sales & Marketing,1,5,51.0,0
45051,Sales & Marketing,1,5,52.0,0
24675,Sales & Marketing,1,10,50.0,0
28572,Procurement,2,5,68.0,0
38163,Technology,1,2,81.0,0
65257,Sales & Marketing,3,6,47.0,0
14988,Operations,1,4,58.0,0
12936,HR,2,5,49.0,0
58180,Operations,1,5,63.0,0
20295,Operations,1,19,57.0,0
71073,Sales & Marketing,1,4,53.0,0
2221,Finance,2,4,59.0,0
47279,Analytics,1,4,82.0,0
40019,Analytics,1,6,86.0,0
50781,Operations,1,3,56.0,0
64947,Sales & Marketing,1,3,,1
31258,Sales & Marketing,1,5,52.0,0
11796,Procurement,5,9,64.0,0
69912,Operations,1,10,59.0,0
38974,Sales & Marketing,1,14,50.0,0
39544,Operations,1,2,58.0,0
5303,Sales & Marketing,1,1,48.0,0
14189,Sales & Marketing,1,10,50.0,0
35644,Analytics,1,5,82.0,0
23232,Operations,1,2,64.0,0
28851,Procurement,1,11,70.0,0
8174,Sales & Marketing,1,4,48.0,0
72379,Operations,2,4,63.0,0
7814,R&D,3,2,85.0,0
54321,Technology,1,1,78.0,1
17873,Sales & Marketing,2,2,52.0,0
32272,Operations,1,7,59.0,0
31847,Procurement,1,7,68.0,0
11855,Sales & Marketing,1,4,,0
70961,Sales & Marketing,1,7,49.0,0
32378,Technology,1,6,81.0,0
45064,Operations,1,7,59.0,0
28533,Analytics,1,3,85.0,0
1412,Technology,1,6,81.0,0
15311,Sales & Marketing,1,10,49.0,0
43786,Analytics,2,3,85.0,1
13825,Operations,1,2,55.0,0
36207,Operations,1,10,58.0,0
18293,Operations,2,2,57.0,0
21794,Sales & Marketing,1,7,53.0,0
11349,Sales & Marketing,2,2,,0
65504,Procurement,1,6,67.0,0
73508,Technology,1,24,75.0,0
68754,Sales & Marketing,1,3,,0
6099,Sales & Marketing,1,1,48.0,0
38634,Analytics,2,2,86.0,1
38271,HR,1,8,44.0,0
53405,Procurement,3,7,72.0,0
77609,Operations,2,2,57.0,0
22580,Sales & Marketing,2,4,47.0,0
43497,HR,1,3,51.0,0
14781,Finance,1,4,64.0,0
14576,HR,1,11,53.0,0
45407,Procurement,1,5,73.0,0
3124,Procurement,1,2,66.0,0
70800,Operations,1,8,99.0,1
35493,Technology,1,3,80.0,0
25396,Sales & Marketing,1,5,52.0,0
5283,Operations,1,3,59.0,0
10067,Sales & Marketing,1,6,51.0,0
46585,Finance,1,3,55.0,0
3225,Operations,1,9,58.0,0
55264,Sales & Marketing,1,8,51.0,0
22333,Technology,2,5,82.0,0
63955,Sales & Marketing,1,1,47.0,0
69334,Finance,1,3,60.0,1
4310,Sales & Marketing,1,5,56.0,0
45756,Procurement,1,4,73.0,0
10377,Sales & Marketing,1,2,53.0,0
35903,Finance,1,4,58.0,0
50163,Operations,1,4,55.0,0
25255,Technology,1,2,78.0,0
21623,Legal,1,15,60.0,0
701,Sales & Marketing,1,4,53.0,0
3440,Sales & Marketing,1,5,52.0,0
68280,Sales & Marketing,2,8,46.0,0
69785,HR,1,1,43.0,0
69847,Operations,1,2,59.0,0
49317,Finance,1,2,57.0,0
1159,Procurement,1,3,72.0,0
